机场名称,服务权益机构,龙腾网点编码,站点名称,省份,城市,机场编码,休息室名称,航站楼,安检类型,品质贵宾厅（是/否）,品质厅亮点,休息室位置,出发类型,服务内容,服务时长（小时）,营业时间
福州长乐国际机场,"移动,全球通,移动全球通",N03181,福州长乐国际机场,福建省,福州市,FOC,“海云端”商务休息室,主航站楼,安检前,否,,安检外出发厅1号门F岛F06号值机岛对面,国内出发,"人工提醒登机,报刊杂志,茶水/饮料",2小时,06:00_21:00
淮安涟水机场,"移动,全球通,移动全球通",N03194,淮安涟水机场,江苏省,淮安市,HIA,商务休息室,主航站楼,安检后,否,,安检后，电梯右转直走60米“商务休息室”,国内出发,"空调,小食,茶水/饮料,WiFi,打印,接待柜台,广播提醒登机,人工提醒登机,航班显示器,按摩椅",2小时,08:30_20:30
芜湖宣州机场,"移动,全球通,移动全球通",N03197,芜湖宣州机场,安徽省,芜湖市,WHA,畅行商贵宾厅,主航站楼,安检后,否,,安检后，一层1-6号登机口，扶手电梯旁“畅行商旅”贵宾厅,国内出发,"接待柜台,航班显示器,叫醒服务,广播提醒登机,空调,小食,茶水/饮料,WiFi,电视",2小时,07:00_21:30
东营胜利机场,"移动,全球通,移动全球通",N03202,东营胜利机场,山东省,东营市,DOY,头等舱休息室,主航站楼,安检后,否,,安检后，3号登机口对面头等舱休息室,国内出发,"小食,饮料,人工提醒登机,电视,航班显示器",2小时,early-late-flight
上饶三清山机场,"移动,全球通,移动全球通",N03204,上饶三清山机场,江西省,上饶市,SQD,头等舱旅客休息室,主航站楼,安检后,否,,安检后，上直梯后右转“头等舱候机室”,国内出发,"充电,面食,空调,小食,茶水/饮料,WiFi,报刊杂志,电视",2小时,early-late-flight
营口兰旗机场,"移动,全球通,移动全球通",N03214,营口兰旗机场,辽宁省,营口市,YKH,头等舱休息室,主航站楼,安检后,否,,安检后，扶梯上至二楼右转20米“头等舱休息室”,国内出发,"母婴室,报刊杂志,小食,茶水/饮料,广播提醒登机",2小时,最早航班-最晚航班（航班起飞前2小时开放）
龙岩冠豸山机场,"移动,全球通,移动全球通",N03218,龙岩冠豸山机场,福建省,龙岩市,LCX,1号贵宾室,主航站楼,安检后,否,,安检后，左边15米“贵宾休息室”,国内出发,"报刊杂志,人工提醒登机,广播提醒登机,空调,独立洗手间,茶水/饮料,传真,电视",2小时,early-late-flight
邯郸机场,"移动,全球通,移动全球通",N03234,邯郸机场,河北省,邯郸市,HDG,VIP贵宾休息室（国内）,主航站楼,安检后,否,,安检后，左转12号登机口对面,国内出发,"广播提醒登机,人工提醒登机,电视,报刊杂志,小食,茶水/饮料",2小时,最早航班-最晚航班（航班起飞前90分钟开放）
克拉玛依机场,"移动,全球通,移动全球通",N03238,克拉玛依机场,新疆维吾尔自治区,克拉玛依市,KRY,嘉宾旅客休息室（国内）,主航站楼,安检后,否,,安检后，扶梯旁“嘉宾旅客服务台”验证后乘扶梯上二楼,国内出发,"茶水/饮料,小食,航班信息咨询,广播提醒登机,人工提醒登机,电视,空调,WiFi",2小时,最早航班-最晚航班（航班起飞前2小时开放）
阜阳西关机场,"移动,全球通,移动全球通",N03239,阜阳西关机场,安徽省,阜阳市,FUG,头等舱/商务舱候机室V3,主航站楼,安检后,否,,国内出发安检后，右手手边约30米，A5登机口对面“头等舱/商务舱候机室V3”,国内出发,"广播提醒登机,航班信息咨询,空调,独立洗手间,WiFi,充电,按摩椅,电视,航班显示器,报刊杂志,小食,茶水/饮料",2小时,early-late-flight
莎车叶尔羌机场,"移动,全球通,移动全球通",N03242,莎车叶尔羌机场,新疆维吾尔自治区,莎车县,QSZ,头等舱候机室（国内）,主航站楼,安检后,否,,安检后，扶梯上二楼直走4号登机口对面“头等舱候机室”,国内出发,"独立洗手间,空调,电视,茶水/饮料,小食",2小时,最早航班-最晚航班（航班起飞前2小时开放）
库车龟兹机场,"移动,全球通,移动全球通",N03249,库车龟兹机场,新疆维吾尔自治区,库车市,KCA,两舱金银卡休息室（国内）,主航站楼,安检后,否,,安检后，左侧15米处,国内出发,"报刊杂志,电视,人工提醒登机,广播提醒登机,茶水/饮料,小食,空调",2小时,最早航班-最晚航班（航班起飞前2小时开放）
塔城机场,"移动,全球通,移动全球通",N03293,塔城机场,新疆维吾尔自治区,塔城市,TCG,头等舱候机室,主航站楼,安检后,否,,安检后，上电梯二楼1号登机口对面,国内出发,"母婴室,空调,广播提醒登机,小食,电视",2小时,最早航班-最晚航班（航班起飞前2小时开放）
嘉峪关机场,"移动,全球通,移动全球通",N03297,嘉峪关机场,甘肃省,嘉峪关市,JGN,易行商旅VIP,主航站楼,安检后,否,,安检后，二楼电梯对面,国内出发,"报刊杂志,小食,航班信息咨询,广播提醒登机,人工提醒登机,母婴室,茶水/饮料,WiFi",2小时,08:00_10:00
合肥新桥国际机场,"移动,全球通,移动全球通",N03300,合肥新桥国际机场,安徽省,合肥市,HFE,商务贵宾厅（安检后）,T1航站楼,安检后,否,,安检后，右手至A8号登机口对面,国内出发,"WiFi,观景区,餐食（冷/热）,报刊杂志,电视,茶水/饮料,小食,面食,航班信息咨询,空调,独立洗手间",2小时,06:30_22:00
杭州萧山国际机场,"移动,全球通,移动全球通",N03304,杭州萧山国际机场,浙江省,杭州市,HGH,贵宾休息室VIP16（T4国内）,T4航站楼,安检后,否,,安检后，向左走100米,国内出发,"茶水/饮料,报刊杂志",2小时,06:30_22:00
杭州萧山国际机场,"移动,全球通,移动全球通",N03311,杭州萧山国际机场,浙江省,杭州市,HGH,贵宾休息室V26(T4国内）,T4航站楼,安检前,是,优先安检,进入T4航站楼29号门后左侧,国内出发,"茶水/饮料,小食,优先安检通道",2小时,06:30_22:00
杭州萧山国际机场,"移动,全球通,移动全球通",N03314,杭州萧山国际机场,浙江省,杭州市,HGH,贵宾室V25（T4国际）,T4航站楼,安检后,否,,安检后，左转20米左右2层,国际出发,"观影区,儿童游乐区,小食,茶水/饮料,广播提醒登机",2小时,07:00_23:00
连云港花果山机场,"移动,全球通,移动全球通",N03317,连云港花果山机场,江苏省,连云港市,LYG,头等舱候机室,主航站楼,安检后,否,,安检后，左转直行约10米，4号登机口对面“头等舱候机室”,国内出发,"空调,人工提醒登机,航班信息咨询,茶水/饮料,小食",2小时,early-late-flight
延吉朝阳川机场,"移动,全球通,移动全球通",N03320,延吉朝阳川机场,吉林省,延吉市,YNJ,头等舱公务舱休息室,主航站楼,安检后,否,,安检后，右转直行50米左右“头等舱公务舱休息室”,国内出发,"报刊杂志,电视,小食,茶水/饮料,独立洗手间,空调,航班信息咨询,人工提醒登机,广播提醒登机",2小时,06:00-出港航班结束
呼和浩特白塔国际机场,"移动,全球通,移动全球通,广州银行,广州银行龙腾卡",N03331,呼和浩特白塔国际机场,内蒙古自治区,呼和浩特市,HET,5号头等舱休息室（国内）,T2航站楼,安检后,否,,安检后，16登机口对面,国内出发,"茶水/饮料,小食,航班信息咨询,广播提醒登机,电视,WiFi",2小时,6:00-夜航结束
义乌机场,"移动,全球通,移动全球通",N03338,义乌机场,浙江省,义乌市,YIW,国际头等舱休息室,主航站楼,安检后,否,,国际候机厅，安检内左拐，2号登机口左侧,国际出发,"茶水/饮料,小食",2小时,early-late-flight
深圳宝安国际机场,"移动,全球通,移动全球通",N03339,深圳宝安国际机场,广东省,深圳市,SZX,国内贵宾休息室2（T3国内）,T3航站楼,安检后,是,头等舱同款,T3航站楼，安检后，下扶梯至3楼直行至39号登机口对面“深圳机场国内贵宾休息室2”,国内出发,"电视,报刊杂志,按摩椅,电脑,空调,自助餐饮,小食,茶水/饮料,航班显示器",2小时,07:00_22:00
北京首都国际机场,"移动,全球通,移动全球通",N03376,北京首都国际机场,北京市,北京市,PEK,首都机场川航,T2航站楼,安检后,是,头等舱同款,T2航站楼国内出发，过3-10号安检通道后，往33号登机口直行约100米,国内出发,"休息室休息,小食,茶水/饮料",2小时,川航最早航班-川航最晚航班
成都天府国际机场,"移动,全球通,移动全球通",N03377,成都天府国际机场,四川省,成都市,TFU,川航两舱休息室（T2国内）,T2航站楼,安检后,否,,安检后，214登机口对面,国内出发,"酒精饮料,水果,接待柜台,小食,茶水/饮料,餐食（冷/热）,空调,母婴室,独立洗手间,WiFi,电视,儿童游乐区,报刊杂志,观景区,行李寄存,面食",2小时,early-late-flight
绵阳南郊机场,"移动,全球通,移动全球通",N03417,绵阳南郊机场,四川省,绵阳市,MIG,头等舱休息室（T2国内）,T2航站楼,安检后,否,,安检后，右转后走约20~30米左右，1号登机口正对面“头等舱休息室”,国内出发,"广播提醒登机,报刊杂志,WiFi,小食,茶水/饮料",2小时,early-late-flight
三亚凤凰国际机场,"移动,全球通,移动全球通",N03458,三亚凤凰国际机场,海南省,三亚市,SYX,V1头等舱休息室（T1国内）,T1航站楼,安检后,否,,"安检后，211号登机口,对面，直梯后面“V1头等舱候机室”",国内出发,"独立洗手间,接待柜台,航班显示器,航班信息咨询,广播提醒登机,自助餐饮,小食,水果,茶水/饮料,WiFi,报刊杂志,行李寄存,空调,电视,电脑",2小时,06:00-23:59
昆明长水国际机场,"移动,全球通,移动全球通",N03513,昆明长水国际机场,云南省,昆明市,KMG,昆明航空V19休息厅,主航站楼,安检后,是,头等舱同款,安检后，右转直行至29号登机口下楼“昆明航空尊享阁V19休息厅”,国内出发,"餐食（冷/热）,面食,接待柜台,广播提醒登机,WiFi,电视,按摩椅,报刊杂志,航班信息咨询,小食,茶水/饮料,水果",2小时,05:20_22:00
昆明长水国际机场,"移动,全球通,移动全球通",N03514,昆明长水国际机场,云南省,昆明市,KMG,昆明航空V20休息厅,主航站楼,安检后,是,航司休息室,安检后，右转直行至46号登机口下楼“昆明航空尊享阁V20休息厅”,国内出发,"人工提醒登机,电脑,广播提醒登机,航班信息咨询,小食,茶水/饮料,水果,接待柜台,母婴室,WiFi,电视,按摩椅,儿童游乐区,报刊杂志",2小时,05:20_22:00
北京大兴国际机场,"移动,全球通,移动全球通",N03553,北京大兴国际机场,北京市,北京市,PKX,南航金/银卡会员休息室3,主航站楼,安检后,是,航司休息室,大兴机场航站楼国内出发三层西侧两舱安检后右侧50米,国内出发,"小食,报刊杂志,按摩椅,茶水/饮料,餐食（冷/热）",2小时,04:30-当日南航出港航班结束
北京大兴国际机场,"移动,全球通,移动全球通",N03563,北京大兴国际机场,北京市,北京市,PKX,南航国际休息室,主航站楼,安检后,是,头等舱同款,四层海关安检后右侧50米处 南航国际休息室,国际出发,"餐食（冷/热）,行李寄存,小食,茶水/饮料",2小时,06:00-当日南航国际出港航班起飞前3小时开放
兰州中川国际机场,"移动,全球通,移动全球通",N03596,兰州中川国际机场,甘肃省,兰州市,LHW,T2头等舱休息室（国内）,T2航站楼,安检后,否,,安检后向左，109登机口旁上二楼“头等舱休息室”,国内出发,"按摩椅,支持虚拟卡,WiFi,餐食（冷/热）,打印,报刊杂志,电视,航班显示器,茶水/饮料,小食",2小时,06:00_22:00
乌鲁木齐地窝堡国际机场,"移动,全球通,移动全球通",N03598,乌鲁木齐地窝堡国际机场,新疆维吾尔自治区,乌鲁木齐市,URC,雪都阿勒泰会客厅（T3国内）,T3航站楼,安检后,否,,T3航站楼安检后下电梯，右手AC连廊A区入口处向里30米处“雪都阿勒泰会客厅”,国内出发,"茶水,报刊杂志,小食,人工提醒登机",2小时,07:00-20:30
西安咸阳国际机场,"移动,全球通,移动全球通",N03622,西安咸阳国际机场,陕西省,西安市,XIY,南航明珠贵宾休息室（T3国内）,T3航站楼,安检后,是,航司休息室,安检后，乘左边扶梯下电梯，向前直行100米，前往“中国南方航空明珠贵宾休息室”,国内出发,"广播提醒登机,行李寄存,自助餐饮,面食,WiFi,打印,按摩椅,充电,电视,报刊杂志,观景区,独立洗手间,餐食（冷/热）,水果,茶水/饮料,小食",2小时,05:30_22:00
阿拉尔塔里木机场,"移动,全球通,移动全球通",N03623,阿拉尔塔里木机场,新疆维吾尔自治区,阿拉尔市,ACF,头等舱候机室（国内）,主航站楼,安检后,否,,安检后左转“头等舱候机室”,国内出发,"报刊杂志,电视,小食,茶水/饮料,独立洗手间,广播提醒登机,人工提醒登机",2小时,最早航班-最晚航班（航班起飞前2小时开放）
呼和浩特白塔国际机场,"移动,全球通,移动全球通",N03641,呼和浩特白塔国际机场,内蒙古自治区,呼和浩特市,HET,头等舱休息室4（国内）,T2航站楼,安检后,否,,安检后右转14号登机口对面,国内出发,"广播提醒登机,空调,小食,茶水/饮料,WiFi,充电,报刊杂志,电视",2小时,07:00_22:00
博乐阿拉山口机场,"移动,全球通,移动全球通",N03645,博乐阿拉山口机场,新疆维吾尔自治区,博乐市,BPL,头等舱休息室（主航站楼国内）,主航站楼,安检后,否,,安检后右侧，2号登机口附近“头等舱休息室”,国内出发,"空调,小食,茶水/饮料,充电,电视,报刊杂志,人工提醒登机,广播提醒登机",2小时,08:00_21:00
格尔木机场,"移动,全球通,移动全球通",N03651,格尔木机场,青海省,格爾木市,GOQ,头等舱休息室（T2）,T2航站楼,安检后,否,,安检后乘扶梯上二楼后直行50米“头等舱候机室”,国内出发,"报刊杂志,航班显示器,人工提醒登机,广播提醒登机,空调,行李寄存,小食,茶水/饮料,WiFi,充电,电视",2小时,航班起飞前2小时开放
青岛胶东国际机场,"移动,全球通,移动全球通",N03714,青岛胶东国际机场,山东省,青岛市,TAO,国际贵宾室VIP CLUB2（T1国际）,T1航站楼,安检后,否,,安检后，直行下至“VIPClub2”休息室,国际出发,"航班信息咨询,独立洗手间,WiFi,充电,面食,自助餐饮,茶水/饮料,小食,行李寄存,电视,报刊杂志,水果,航班显示器,广播提醒登机,叫醒服务,酒精饮料,母婴室,空调",2小时,06:30_22:00
张家界荷花机场,"移动,全球通,移动全球通,中荷人寿,中荷人寿龙腾卡",N03716,张家界荷花机场,湖南省,张家界市,DYG,4号头等舱候机室（T2国际）,T2航站楼,安检后,否,,安检后，直行100米，右转直行50米“4号头等舱候机室”,国际出发,"电视,报刊杂志,广播提醒登机,航班信息咨询,WiFi,充电,空调,小食,茶水/饮料",2小时,国际最早航班起飞前2小时开厅-22:00关厅
北京首都国际机场,"移动,全球通,移动全球通",N03717,北京首都国际机场,北京市,北京市,PEK,北京首都V6休息室（T2国内）,T2航站楼,安检后,是,特色休息室、安检前“北京首都T2常旅客会员接待柜台”享优先安检,北京首都机场T2航站楼安检后21号登机口斜对面,国内出发,"餐食（冷/热）,航班信息咨询,航班显示器,空调,WiFi,充电,小食,茶水/饮料",2小时,6:30-22:30
北京首都国际机场,"移动,全球通,移动全球通",N03718,北京首都国际机场,北京市,北京市,PEK,北京首都A2休息室（T3-国内）,T3航站楼,安检后,是,特色休息室、安检前“北京首都T3常旅客会员接待柜台”享优先安检,首都机场T3航站楼国内隔离区内C34、C35登机口旁,国内出发,"航班信息咨询,航班显示器,小食,茶水/饮料,WiFi,充电",2小时,6:30-22:30
北京首都国际机场,"移动,全球通,移动全球通",N03719,北京首都国际机场,北京市,北京市,PEK,北京首都A3休息室（T3-国内）,T3航站楼,安检后,是,特色休息室、安检前“北京首都T3常旅客会员接待柜台”享优先安检,首都机场T3航站楼国内隔离区内C34、C35登机口旁,国内出发,"茶水/饮料,充电,航班信息咨询,航班显示器,WiFi,小食",2小时,6:30-22:30
南宁吴圩国际机场,"移动,全球通,移动全球通",N03724,南宁吴圩国际机场,广西壮族自治区,南宁市,NNG,品菽概念书屋候机厅（T2国内）,T2航站楼,安检后,否,,安检后向右走100米，到达“品菽概念书屋候机体验厅”,国内出发,"小食,广播提醒登机,代办行李托运,WiFi,代办登机手续,报刊杂志,空调,茶水/饮料",2小时,06:00_22:00
南宁吴圩国际机场,"移动,全球通,移动全球通",N03725,南宁吴圩国际机场,广西壮族自治区,南宁市,NNG,概念书屋候机室（T2国内）,T2航站楼,安检后,否,,安检后，23号登机口斜对面,国内出发,"协办行李托运,协办登机手续,航班信息咨询,茶水/饮料,水果,小食,广播提醒登机,WiFi,报刊杂志",2小时,06:00_22:00
北京首都国际机场,"移动,全球通,移动全球通",N03742,北京首都国际机场,北京市,北京市,PEK,计时休息室(T3国际),T3航站楼,安检后,否,,T3航站楼国际出发E10登机口对面,国际出发,"空调,WiFi,充电,淋浴设施（收费）,独立洗手间,休息室休息,小食,茶水/饮料,航班显示器",2小时,06:30_22:30
林芝米林机场,"移动,全球通,移动全球通",N03764,林芝米林机场,西藏自治区,林芝市,LZY,头等舱候机室（T1国内）,T1航站楼,安检后,否,,安检后，右转二层扶梯，往前走300米左右抵达“头等舱休息室”,国内出发,"人工提醒登机,广播提醒登机,茶水/饮料,小食,餐食（冷/热）,充电,报刊杂志,电视",2小时,08:00_13:00
长沙黄花国际机场,"移动,全球通,移动全球通",N04002,长沙黄花国际机场,湖南省,长沙市,CSX,18号国际头等舱贵宾室（T2国际）,T2航站楼,安检后,否,,安检后，直行150米右手边“18号头等舱贵宾室”（46号登机口右手边）,国际出发,"人工提醒登机,航班显示器,空调,行李寄存,独立洗手间,小食,茶水/饮料,水果,WiFi,电脑,打印,充电,按摩椅,报刊杂志,电视",2小时,国际航班起飞前2小时开厅至晚上22:00关厅
柳州白莲机场,"移动,全球通,移动全球通",N04008,柳州白莲机场,广西壮族自治区,柳州市,LZH,头等舱候机室（T2国内）,T2航站楼,安检后,否,,安检后，候机楼南端6号登机口旁“头等舱候机室”,国内出发,"电脑,打印,充电,人工提醒登机,广播提醒登机,航班显示器,空调,行李寄存,小食,茶水/饮料,WiFi",2小时,early-late-flight
长沙黄花国际机场,"移动,全球通,移动全球通",N04015,长沙黄花国际机场,湖南省,长沙市,CSX,15号头等舱贵宾室(T2国内),T2航站楼,安检后,否,,安检后，右转直行200米，乘坐扶梯下至“15号头等舱贵宾室”,国内出发,"航班信息咨询,叫醒服务,空调,行李寄存,水果,充电,WiFi,报刊杂志,茶水/饮料,小食,航班显示器,广播提醒登机",2小时,07:00_22:00
合肥新桥国际机场,"移动,全球通,移动全球通",N04049,合肥新桥国际机场,安徽省,合肥市,HFE,国内头等舱休息室1,T1航站楼,安检后,否,,安检后，右转A09号登机口对面“头等舱休息室”,国内出发,"打印,传真,水果,酒精饮料,WiFi,航班显示器,报刊杂志,观景区,航班信息咨询,按摩椅,电视,小食,茶水/饮料,空调,独立洗手间,电脑,充电,面食,自助餐饮,餐食（冷/热）",2小时,06:00_23:00
呼和浩特白塔国际机场,"移动,全球通,移动全球通",N04087,呼和浩特白塔国际机场,内蒙古自治区,呼和浩特市,HET,6号头等舱休息室（T2国内）,T2航站楼,安检后,否,,安检后，右侧直走13号登机口附近乘扶梯下楼，106登机口附近,国内出发,"广播提醒登机,航班显示器,空调,小食,茶水/饮料,WiFi,充电,按摩椅,电视,报刊杂志",2小时,06:00_21:00
深圳宝安国际机场,"移动,全球通,移动全球通",N04115,深圳宝安国际机场,广东省,深圳市,SZX,国内嘉宾休息室（T3国内）,T3航站楼,安检后,是,特色休息室、安检前“商务贵宾C24柜台（T3国内）”享优先安检,安检后，扶手梯左边“深圳机场国内嘉宾休息室”,国内出发,"素食,WiFi,充电,报刊杂志,广播提醒登机,行李寄存,餐食（冷/热）,小食,酒精饮料,茶水/饮料,水果,面食",2小时,06:00_22:00
阜阳西关机场,"移动,全球通,移动全球通",N04116,阜阳西关机场,安徽省,阜阳市,FUG,头等舱/商务舱候机室V2,主航站楼,安检后,否,,国内出发，安检后，左手边50米，A3登机口对面“头等舱/商务舱候机室V2”,国内出发,"航班显示器,广播提醒登机,航班信息咨询,空调,独立洗手间,小食,茶水/饮料,WiFi,充电,按摩椅,报刊杂志,电视",2小时,early-late-flight
北京首都国际机场,"移动,全球通,移动全球通",N04128,北京首都国际机场,北京市,北京市,PEK,T3常旅客会员L岛值机区,T3航站楼,安检前,是,协办值机、专属优先安检、特色餐食,首都机场t3航站楼出发层（四层）西侧L岛常旅客会员区（近12号门）,国内出发,协办登机手续，协办行李托运，接待柜台，速通服务，休息室休息，专属值机柜台,2小时,6:30-22:30
深圳宝安国际机场,"移动,全球通,移动全球通",N04186,深圳宝安国际机场,广东省,深圳市,SZX,商务贵宾C24柜台（T3国内）,T3航站楼,安检前,是,协办值机、优先安检,安检前，四层国内出发大厅，C值机岛C24值机柜台,国内出发,"含休息室服务,协办登机手续,协办行李托运,支持虚拟卡",2小时,07:00_20:00
北京大兴国际机场,"移动,全球通,移动全球通",N04217,北京大兴国际机场,北京市,北京市,PKX,BCS国内贵宾休息室（主航站楼）,主航站楼,安检后,否,,大兴机场安检后二层C指廊爱马仕店铺上方浮岛,国内出发,"餐食（冷/热）,航班显示器,水果,茶水/饮料,小食,面食",2小时,4:00-23:00
日照山字河机场,"移动,全球通,移动全球通",N04219,日照山字河机场,山东省,日照市,RIZ,星河国际VIP接待室（主航站楼）,主航站楼,安检后,否,,安检后，1号登机口旁星河贵宾接待室,国内出发,"小食,茶水/饮料,WiFi,充电,观景区,空调",2小时,early-late-flight
临沂启阳机场,"移动,全球通,移动全球通",N04220,临沂启阳机场,山东省,临沂市,LYI,星河国际VIP休息室（主航站楼）,主航站楼,安检后,否,,安检后，右转直梯上2楼右转，3号登机口正对面,国内出发,"人工提醒登机,空调,小食,茶水/饮料,充电,报刊杂志,航班显示器",2小时,8:00-21:00
菏泽牡丹机场,"移动,全球通,移动全球通",N04221,菏泽牡丹机场,山东省,菏泽市,HZA,贵宾接待室 （主航站楼）,主航站楼,安检后,否,,安检后二楼1号登机口对面，贵宾接待室,国内出发,"广播提醒登机,电视,空调,小食,茶水/饮料,WiFi,充电,观景区,航班显示器",2小时,08:00-21:00
德宏芒市机场,"移动,全球通,移动全球通",N04231,德宏芒市机场,云南省,芒市,LUM,航司之家休息厅,主航站楼,安检后,否,,安检后，国内出发候机楼2楼往4号登机口方向航司之家休息室,国内出发,"WiFi,报刊杂志,广播提醒登机,人工提醒登机,航班显示器,吸烟室,母婴室,空调,小食,茶水/饮料,充电",2小时,05:30-最晚出港航班结束
贵阳龙洞堡国际机场,"移动,全球通,移动全球通",N04234,贵阳龙洞堡国际机场,贵州省,贵阳市,KWE,头等舱休息厅（T3国际）,T3航站楼,安检后,否,,安检后，左转20米“头等舱休息厅”,国际出发,"航班显示器,人工提醒登机,航班信息咨询,空调,独立洗手间,小食,茶水/饮料,WiFi,电视,报刊杂志,观景区",2小时,early-late-flight
北京大兴国际机场,"移动,全球通,移动全球通",N04248,北京大兴国际机场,北京市,北京市,PKX,CHUM嘉宾78休息室（安检外）,主航站楼,安检前,,,三层8号门44号安检通道（头等舱、公务舱专属通道CHUM柜台旁）,国内出发,"饮料,水果,小食,WiFi",2小时,6:30-22:30
广州白云国际机场,"移动,全球通,移动全球通",N04264,广州白云国际机场,广东省,广州市,,南航头等舱公务舱休息室（T2国内）,T2航站楼,安检后,是,头等舱同款,安检后，国内1号安检口附近,国内出发,"休息室休息,小食,茶水/饮料",2小时,南航最早航班-南航最晚航班
广州白云国际机场,"移动,全球通,移动全球通",N04265,广州白云国际机场,广东省,广州市,,南航明珠金银卡贵宾休息室（T2国内）,T2航站楼,安检后,是,航司休息室,安检后，国内1号安检口附近 ,国内出发,"休息室休息,小食,茶水/饮料",2小时,南航最早航班-南航最晚航班
哈尔滨太平国际机场,"移动,全球通,移动全球通",N04341,哈尔滨太平国际机场,黑龙江省,哈尔滨市,HRB,贵宾休息室（T2国内）,T2航站楼,安检后,否,,安检后直行20米，往8-29号登机口方向下楼，直行20米左转即到“贵宾休息室”,国内出发,"电视,报刊杂志,茶水/饮料,支持虚拟卡,空调,小食",2小时,6:00-22:00
青岛胶东国际机场,"移动,全球通,移动全球通",N04365,青岛胶东国际机场,山东省,青岛市,TAO,崂山旅游接待室（T1国内）,T1航站楼,安检后,否,,国内出发安检后，42-75登机口方向，中央景观区后侧“崂山旅游接待室”,国内出发,"人工提醒登机,空调,小食,茶水/饮料,WiFi,打印,充电,会议室,航班显示器",2小时,08:00_21:00
大连周水子国际机场,"移动,全球通,移动全球通",N04376,大连周水子国际机场,辽宁省,大连市,DLC,商旅休息室2,主航站楼,安检后,否,,安检后，右转直行14号登机口附近乘手扶电梯上楼后，左转至“商旅休息室2”,国内出发,"小食,茶水/饮料,空调",2小时,08:00_17:00
长春龙嘉国际机场,"移动,全球通,移动全球通",N04441,长春龙嘉国际机场,吉林省,长春市,CGQ,国内头等舱休息室（10号登机口对面）,T2航站楼,安检后,否,,T2航站楼，安检后10号登机口对面,国内出发,"广播提醒登机,报刊杂志,WiFi,餐食（冷/热）,小食,茶水/饮料",2小时,early-late-flight
南通兴东国际机场,"移动,全球通,移动全球通",N04471,南通兴东国际机场,江苏省,南通市,NTG,德人贵宾VIP厅（T3国内）,T3航站楼,安检后,否,,安检后左手边10号登机口旁,国内出发,"航班显示器,人工提醒登机,空调,小食,茶水/饮料,WiFi,充电,报刊杂志",2小时,06:00_21:00
上海虹桥国际机场,"移动,全球通,移动全球通",N04472,上海虹桥国际机场,上海市,上海市,,吉祥V6贵宾室（T2国内）,T2航站楼,安检后,否,,38号登机口附近,国内出发,"休息室休息,小食,茶水/饮料",2小时,05:30-22:00
青岛胶东国际机场,"移动,全球通,移动全球通",N04486,青岛胶东国际机场,山东省,青岛市,TAO,国际贵宾室VIP CLUB5（T1国际）,T1航站楼,安检后,否,,过（海关、安检、边防）后直行步行100米，扶梯右侧即是“国际贵宾室VIP C LUB5”,国际出发,"水果,电视,观景区,报刊杂志,航班显示器,独立洗手间,广播提醒登机,茶水/饮料,充电,WiFi,空调,航班信息咨询,叫醒服务,小食",2小时,10:30_14:30
上海虹桥国际机场,"移动,全球通,移动全球通,广州银行,广州银行龙腾卡",N04507,上海虹桥国际机场,上海市,上海市,SHA,21米层休息室（T2国内）,T2航站楼,安检前,是,专属安检通道、至佳景观、特色餐食,T2航站楼，3楼出发大厅（由B、C值机岛对面两侧扶手电梯直达4层通过彩虹桥直达）,国内出发,"餐食（冷/热）,休息室安检通道,报刊杂志,电脑,独立洗手间,空调,茶水/饮料,水果,小食,休息区",2小时,05:30-出发航班结束
十堰武当山机场,"移动,全球通,移动全球通",N04543,十堰武当山机场,湖北省,十堰市,WDS,VIP商务贵宾候机室（主航站楼）,主航站楼,安检后,否,,安检后，上二楼直行5号登机口旁边,国内出发,"广播提醒登机,航班信息咨询,儿童游乐区,空调,航班显示器,行李寄存,母婴室,小食,茶水/饮料,WiFi,充电,报刊杂志,观景区",2小时,05:30_22:00
昆明长水国际机场,"移动,全球通,移动全球通",N04544,昆明长水国际机场,云南省,昆明市,KMG,百事特贵宾厅B区（T1国内）,主航站楼,安检前,是,协办值机、优先安检,位于航站楼外，面对T1航站楼左侧,国内出发,"协办登机手续,协办行李托运,休息室安检通道,航班信息咨询,空调,独立洗手间,充电",2小时,07:30_20:30
菏泽牡丹机场,"移动,全球通,移动全球通",N04546,菏泽牡丹机场,山东省,菏泽市,HZA,贵宾厅,主航站楼,安检前,是,协办值机、优先安检,面对航站楼，向右直行至航站楼外侧“贵宾厅”,国内出发,"报刊杂志,空调,独立洗手间,小食,茶水/饮料,WiFi,电脑,传真,打印,充电,协办登机手续,协办行李托运,休息室安检通道,航班显示器,广播提醒登机,航班信息咨询,电视",2小时,early-late-flight
乌鲁木齐地窝堡国际机场,"移动,全球通,移动全球通",N04628,乌鲁木齐地窝堡国际机场,新疆维吾尔自治区,乌鲁木齐市,URC,A区嘉宾厅休息室(T3国内）,T3航站楼,安检后,否,,T3航站楼，A区安检后下电梯右侧，A区、B区连接处“A区嘉宾厅休息室”,国内出发,"充电,报刊杂志,空调,小食,茶水/饮料,WiFi",2小时,06:00_21:00
